level4=
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|45|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|41|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|16|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
36|41|40|40|40|35|
1|40|40|37|40|14|
1|40|40|40|40|14|
2|40|40|37|40|14|
3|40|40|40|16|14|
2|40|40|37|40|14|
3|40|40|40|40|14|
2|40|40|37|40|14|
3|17|40|40|40|14|
2|40|40|37|40|14|
3|40|40|17|40|14|
2|16|40|37|40|14|
3|42|40|40|40|14|
33|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
30|40|17|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
31|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|35|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|41|6|40|40|14|
5|40|40|37|40|14|
3|40|40|40|40|14|
2|40|40|37|40|14|
2|40|40|17|40|14|
2|17|40|37|40|14|
5|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|17|35|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|41|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|21|40|40|40|14|
1|40|40|37|40|14|
1|40|40|17|40|14|
1|40|40|37|40|35|
1|40|40|40|40|14|
1|40|40|37|40|14|
5|17|40|40|40|14|
5|40|40|37|40|14|
3|40|40|40|40|14|
3|40|40|37|40|14|
1|40|40|17|40|14|
2|40|40|37|40|14|
2|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|41|40|37|40|14|
1|40|40|40|40|14|
34|40|40|37|40|35|
1|40|40|40|40|14|
1|17|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|35|
1|41|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
34|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|35|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
34|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|21|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
5|40|40|37|23|22|
1|40|40|40|7|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
34|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
5|41|40|17|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
5|17|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|20|
1|40|40|37|40|14|
1|41|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
2|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
3|41|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|16|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
1|16|40|40|40|14|
2|40|40|37|40|14|
2|40|40|40|40|14|
1|15|40|37|40|14|
1|40|16|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|16|14|
1|40|40|40|40|14|
1|16|40|37|15|14|
5|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|16|40|14|
1|16|40|37|40|14|
1|40|15|40|40|14|
1|40|40|37|16|14|
1|15|40|40|40|14|
1|40|40|37|40|14|
5|40|40|16|40|14|
1|40|40|37|40|14|
5|40|40|40|15|14|
1|40|40|37|40|14|
5|40|40|40|40|14|
1|40|40|37|40|14|
1|15|40|40|40|14|
1|40|40|37|40|14|
1|16|16|15|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
5|40|40|40|40|14|
2|40|40|37|40|20|
5|40|40|40|40|14|
5|15|40|40|40|14|
1|40|40|40|40|14|
1|40|40|11|15|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|60|40|37|7|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|15|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|41|40|37|40|14|
5|40|40|40|6|14|
5|40|40|37|40|14|
3|40|40|40|40|14|
3|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|&EOF4=true&
