level3=
1|40|40|40|40|12|
1|40|40|37|40|12|
3|40|40|40|40|12|
1|40|40|37|40|12|
2|40|40|45|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
3|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
5|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
5|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
5|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|40|40|12|
5|40|40|37|40|12|
1|40|40|40|40|12|
1|6|6|37|6|12|
5|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|37|6|14|
1|40|17|40|40|14|
1|40|40|37|40|14|
2|40|40|40|40|14|
1|17|40|37|40|14|
2|40|40|40|40|14|
1|40|40|37|40|14|
1|17|40|40|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
2|40|7|37|40|14|
3|40|40|40|40|14|
1|40|40|37|40|14|
1|17|40|40|40|14|
2|40|40|37|40|14|
2|40|40|40|40|14|
3|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
33|40|40|37|40|14|
1|40|40|40|40|14|
1|17|40|37|17|14|
5|40|8|40|40|14|
34|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
5|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|9|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|9|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
34|40|40|40|40|14|
5|17|40|37|40|14|
5|40|40|40|40|14|
1|8|40|10|40|14|
1|40|40|37|40|14|
34|40|40|40|40|14|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|40|12|
1|40|40|40|40|12|
1|17|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|35|
1|40|40|40|10|12|
1|40|40|37|40|12|
1|40|40|37|6|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|17|40|37|40|14|
34|40|40|40|40|35|
1|40|40|37|40|14|
1|17|40|40|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
2|40|7|40|40|14|
3|40|40|40|40|20|
1|40|40|40|40|14|
1|40|40|40|40|14|
2|40|40|11|40|14|
2|40|40|40|40|14|
3|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|35|
1|10|40|37|40|14|
5|40|8|40|40|14|
34|40|40|37|40|14|
1|40|17|40|40|14|
1|40|10|37|10|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
33|40|40|40|40|14|
1|17|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|9|40|14|
1|40|40|37|40|14|
1|40|40|40|17|14|
1|40|40|37|40|14|
34|40|40|40|40|35|
5|17|40|37|40|14|
5|40|40|40|40|14|
1|8|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|17|40|37|40|12|
1|40|40|40|40|12|
1|40|40|37|40|12|
1|40|40|40|10|35|
1|40|40|37|40|12|
1|40|40|37|6|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
34|40|40|40|40|35|
1|40|40|37|40|14|
1|17|40|40|40|14|
1|40|40|40|40|14|
1|40|40|37|40|35|
1|40|40|40|40|14|
2|40|7|40|40|14|
3|40|40|40|40|20|
1|40|40|40|40|14|
1|40|40|40|40|14|
34|40|40|11|40|35|
2|40|40|40|40|14|
3|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|40|40|35|
1|10|40|37|40|14|
5|40|8|40|40|14|
1|40|40|37|40|14|
1|40|17|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|35|
1|40|40|37|40|14|
1|40|40|10|40|14|
1|40|40|40|40|14|
1|17|40|37|40|14|
34|40|40|40|40|35|
1|40|40|37|40|14|
1|40|40|9|40|14|
1|40|40|37|40|14|
1|40|40|40|17|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|17|40|37|40|14|
5|40|40|40|40|14|
1|8|40|10|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
2|40|7|40|40|14|
3|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
2|40|40|37|40|14|
2|40|40|40|40|14|
3|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|40|40|14|
1|10|40|37|40|14|
5|40|8|40|40|14|
1|40|40|37|40|14|
34|40|17|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|10|40|14|
1|40|40|40|40|14|
1|17|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|17|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|17|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
1|8|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|17|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
1|40|40|37|40|20|
1|40|40|10|40|14|
1|40|40|40|40|14|
1|17|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|17|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|40|14|
1|8|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
5|40|40|37|40|14|
5|40|40|40|44|14|
1|40|40|37|40|14|
34|40|40|10|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
34|40|40|37|40|14|
1|40|40|40|40|14|
1|40|40|37|40|14|
1|40|40|40|40|14|
